,0
588,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명
그 자리를 대신할 새로운 문명은 어디에 -

베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다.
『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다. 그 과정에서 만난 돼지, 소, 개, 비둘기 등 다양한 동물들은 고양이의 아군이 되기도 하고 적이 되기도 한다. 과연 바스테트는 서로 다른 동물종의 소통과 협력을 이끌어 내고 목표를 이룰 수 있을까?
이 작품은 암고양이 바스테트의 성장소설이기도 하다. 베르베르 작품의 그 어떤 주인공보다도 매력적이고 사랑스러우며 장점도 단점도 확실한 그녀. 문명을 세우겠다는 당찬 바스테트의 도전을 함께 지켜보자.

고양이의 모험 속에 담아낸 인간을 향한 메시지

『문명』은 독립적으로 읽어도 지장이 없는 작품이지만 본래 『고양이』에서 출발한 이야기다. 『고양이』와 『문명』을 아우르는 이 이야기는 총 3부작으로 예정되어 있다.
베르베르는 개미나 고양이 같은 동물, 신이나 천사 같은 초월적 존재를 내세워 새로운 시각으로 인간 세상을 그려 왔다. 인간은 조연에 불과하고 주연은 모두 동물이 차지한 이 3부작에서 작가는 〈이 세상은 인간의 것만이 아니다〉라는 것을 끊임없이 강조한다. 우선 고양이 피타고라스, 쥐 티무르 등 이 작품의 주요 등장동물 다수가 케이지에 갇혀 있던 실험동물이다. 또 돼지들이 벌이는 〈인간 재판〉에서는 인간의 미식이나 여흥을 위해 고통받는 동물들이 차례로 증언대에 선다. 작가는 동물들의 입을 통해 단순히 동물권 보호의 차원을 넘어 인간 중심주의를 타파해야 한다는 문제의식을 때로는 진지하게, 때로는 유머러스하게 전달하고 있다.

책 속에 수록된 『상대적이고 절대적인 지식의 백과사전』에도 주목!

베르베르의 팬이라면 이번 작품의 등장인물 중 로망 웰즈를 주목하지 않을 수 없을 것이다. 그는 『상대적이고 절대적인 지식의 백과사전』을 만든 에드몽 웰즈의 후손으로, 폐허가 된 세상에서 지식을 보존하기 위해 애쓰는 과학자다. 웰즈라는 성을 가진 인물들은 『개미』의 에드몽 웰즈에서부터 시작해 『죽음』의 가브리엘 웰즈 등 다양한 작품 속에 등장해 왔다. 로망 웰즈는 작중에서 기존의 『상대적이고 절대적인 지식의 백과사전』에 브리태니커 백과사전, 위키백과 등의 데이터를 추가해 〈확장판〉을 만든 것으로 나온다. 베르베르 작품 세계와 수십 년 동안 함께 해온 웰즈 가문의 활약과, 백과사전의 〈확장판〉에 주목하며 소설을 읽는 것도 또 하나의 재미일 것이다."
589,"▶ 『문명. 1』 북트레일러

*출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다.
*window7의 경우 사운드 연결이 없을시, 동영상 재생에 오류가 발생할 수 있습니다. 이어폰, 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다."
590,"[옮긴이의 한마디]

고양이들에 관한 이야기지만 실은 인간들에 관한 이야기인 이 한 편의 우화는 코로나 시대를 살아가는 우리에게 작가가 울리는 경종이다."
591,"제1막 지상 낙원
제2막 제3의 눈"
592,"첫 문장

글을 읽을 수만 있다면 얼마나 좋을까.

글을 읽을 수만 있다면 얼마나 좋을까.
더 바랄 게 없을 거야. 종이에 촘촘히 박혀 단어가 되고 문장이 되는 해바라기 씨만 한 글자들의 뜻을 알 수 있다면. 줄줄이 이어지는 글자들에 담긴 이야기를 이해할 수 있다면 살맛이 나겠지.
책장을 넘기기만 해도 머릿속에 얼굴이 나타나고 한 번도 가보지 못한 장소가 그림처럼 펼쳐지고 심지어는 목소리와 음악이 들리는 마법을 경험한 인간들이 있대. 상상만 해도 온몸이 짜릿짜릿하지 않아?
완벽하게 글을 읽게 되면, 그다음에는…… 글을 ... 더보기"
593,"151만 ‘부동산 스터디’ 카페가 애타게 기다린 《아들아, 돈 공부해야 한다》가 출간되었다. 《아들아, 돈 공부해야 한다》는 50억 자산가 아버지가 자녀에게 경제의 기본 원리와 부의 노하우를 전하는 책이다.

저자는 25년간 유통업계에 종사하며 롯데마트 가정간편식 부문장(상무) 등을 지냈다. 대한민국 대형마트의 태동과 성장, 침체의 역사를 함께하며, 실생활의 경제 원리를 깨우쳤다. 자본주의의 최첨단에서 유통의 역사를 새로이 써 온 저자는, 근로 소득만으로는 점점 더 가난해지는 현실에 눈을 뜨고, 근로 소득을 자본 소득으로 전환해 50억 자산가가 되었다.

저자는 살아있는 현실 경제 이야기를 전하고자, 2020년 10월부터 네이버 카페 ‘부동산 스터디’에 ‘아들아 경제 공부해야 한다’ 시리즈를 연재했다. 연재 글은 뜨거운 호응과 함께 누적 100만 조회 수를 기록했으며, 특히 가수 나훈아를 자본 소득, 가수 남진을 근로 소득에 비유해 그 차이를 밝힌 ‘소득편’이 많은 사랑을 받았다. ‘제발 책을 내달라’는 요청이 잇따르고, 캡처 혹은 출력해 아이에게 전 편을 읽혔다는 간증이 속출했다. 151만 회원이 검증한 책, 《아들아, 돈 공부해야 한다》는 독자들에게 삶을 바꾸는 긍정 경험을 선사할 것이다."
594,
595,"머리말
돈 공부해야 하는 이유

1장. 부의 계단편
돈의 맛을 알아야 부를 쥐게 된다
돈의 맛
밥에 눈을 떠라
‘자’로 시작해 ‘가’가 되어라
부의 계단에 올라라
전·월세와 부의 사다리
아파트를 갖고자 하는 것은 본능이다
위기는 교훈을 남긴다

2장. 절약편
쌓이는 돈, 나가는 돈, 지키는 돈
돈의 세 가지 통로
돈이 쌓이는 저축
돈을 지키는 지출
쇼핑 전투에서 이기는 법
소비는 미덕이 아니다
세금이 가장 큰 지출이다
돈 버는 시스템을 만들어라
돈의 본질을 읽어라

3장. 투자편
모으고 불리는 기술
재무제표 못 보면 주식 투자하지 마라
돈을 벌려면 자본주의를 배워라
자기 돈, 남의 돈, 투자받은 돈
절대 잘리지 않는 직장
부동산으로 경제적 완생을 이뤄라
금은 왜 안전 자산이 되었는가
금과 돈의 역할
양날의 검, 금융 상품
돈 버는 ‘일 근육’은 따로 있다
돈이 따라오게 하는 장사법
경제 고수가 되는 방법

4장. 인생편
부는 마인드에 있다
부의 사다리가 끊긴 세대
당당하게 살아라
지하, 반지하, 지상의 삶
돈의 순리에 따라라
아들아, 결혼은 경제적 계약이다
딸아, 이런 사람과 결혼해라
부자 가문
세상은 공평하지 않다
결심 말고 세 가지를 바꿔라
남들이 가지 않은 길을 가라
너는 나의 자부심이다

5장. 돈 공부편
돈 보는 눈이 뜨이는 4가지 공부법
종이 신문의 모든 기사를 읽어라
돈 공부하는 독서법은 따로 있다
자연 법칙이 곧 경제 법칙이다
경제 용어 공부법

맺음말
가난은 부끄러운 것이다

아들의 편지
아버지의 등불로 세상을 봅니다"
596,"이 책은 아버지가 줄 수 있는 가장 따뜻한 밥이다. 아버지의 마음에 오래 품고 있다가 꺼내서, 아버지의 온도가 담겨있다. 아버지와 엄마는 너희에게 지금껏 따뜻한 밥을 차려주었다. 밥을 차리기 위해 기꺼이 구차해졌다. 그러나 그 밥도 부모 품에 있을 때뿐이다. 아버지가 너 스스로 경제 공부하라는 이유다.
- 25쪽

직업을 수만 가지로 말하지만, 크게 ‘가(家)’의 직업과 ‘자(者)’의 직업 둘 뿐이다. 가는 ‘사업체와 자본’에 바탕을 둔 직업이고, 자는 ‘자격증과 노동’에 바탕을 둔 직업이다. 어리석은 사람들은 ‘좋은 기술자... 더보기"
597,"“경제는 사람 사이에 있다”
실생활 밀착형 경제 수업

《아들아, 돈 공부해야 한다》가 특별한 이유는 어려운 경제 원리를 쉽고, 재미있고, 현실적인 비유로 풀어나간다는 것이다. 그룹 ‘서태지와 아이들’ 해체 후 멤버들의 향방을 통해 어떻게 근로 소득을 사업 소득과 자본 소득으로 전환하는지 그 방법을 살피고, 영화 〈기생충〉의 지하, 반지하, 지상의 공간을 통해 자본주의 속 욕구와 돈의 원리, 습관의 원리를 통찰한다. 반지하 전세에서 시작해 그 자신의 힘으로 지상의 삶을 구축한 저자의 오랜 경험과 유통회사의 임원으로 경영학 박사... 더보기"
598,"“부동산 가격 폭락이 오지 않을까요? 조금만 기다리면 나중에 싸게 살 수 있는 시기가 오지 않을까요?” 아직 집을 매매하지 못한 대한민국의 2040세대와 무주택자들의 집값 하락에 대한 기대는 여전하다. 하지만 오지도 않을 그 시기를 기다리며 전세만 이어가는 선택은 무책임할 만큼 어리석다. 부자가 되는 출발점은 돈의 크기보다 생각의 크기에 있다. 아직도 폭락론을 믿는가. 더 이상 가만히 있어서는 안 된다. 구독자 150만의 경제 유튜버 신사임당이 강력 추천하는 부동산 전문가, 김수영 대표는 신간 『3000만 원으로 시작하는 아파트 투자 프로젝트』에서 내 생에 서울 아파트 구입이 불가능하다고 생각하는 사람들을 위한 마지막 대안으로 지방 아파트 투자를 권한다. 내 집 등기 한 번 쳐본 적 없는 무주택자부터 소액 자금을 묵혀두기 아까워하는 1주택자, 다주택자까지 자산 증식을 위해 알아야 할 지방 아파트 투자의 A to Z를 모두 공개한다."
599,
600,"추천의 말 이 책은 지금의 상황을 인정하는 것에서 출발한다
프롤로그 가만히 있지 마라, 아직도 폭락론을 믿는가

1장. 부동산 투자의 기본
1. 부동산 투자 로드맵의 재편
실거주용 내 집 마련보다 투자용 부동산이 먼저
전세 살지 마라, 집값 하락을 기다리지 마라
영끌 없이는 아파트를 살 수 없다
2. 어떻게 시작해야 하는가
부동산의 종류와 매입 방법
아파트 투자 시뮬레이션
3. 아파트 투자 기본기 다지기
입지의 요소 1_ 일자리, 아파트 투자의 기본
입지의 요소 2_ 교통, 일자리에서 멀다면 ‘교통’이라도 좋아야 한다
입지의 요소 3_ 학군, 자녀의 미래를 생각하라
입지의 요소 4_ 인프라, 주변에 누릴 수 있는 것들이 얼마나 많은가
입지의 요소 5_ 자연환경, 내가 살고 있는 곳은 얼마나 쾌적한가
대장 아파트의 5가지 조건

2장. 강원도
1. 강원도에서 투자 프로젝트 시작하기
2. ‘강기도’의 춘천
첫째, 평당 가격이 가장 비싼 아파트 찾기
둘째, 학원가 파악하기
셋째, 관공서 파악하기
넷째, 교통의 요지 파악하기
춘천시 투자지역 분석 1_ 퇴계동
춘천시 투자지역 분석 2_ 온의동 ㆍ 약사동
춘천시 투자지역 분석 3_ 후평동
+ 춘천시 리딩동네 아파트 리스트
3. 강원도 인구수 원톱, 원주
원주시 투자지역 분석 1_ 무실동
원주시 투자지역 분석 2_ 지정면ㆍ반곡동
+ 원주시 리딩동네 아파트 리스트

3장. 충청북도
1. 충청북도에서 투자 프로젝트 시작하기
2. 충청북도 대장, 청주
청주시 투자지역 분석 1_ 흥덕구
청주시 투자지역 분석 2_ 청원구ㆍ서원구ㆍ상당구
+ 청주시 리딩동네 아파트 리스트
3. 청주 동생 충주
충주시 투자지역 분석 1_ 호암동
충주시 투자지역 분석 2_ 그 외의 지역
+ 충주시 리딩동네 아파트 리스트

4장. 충청남도
1. 충청남도에서 투자 프로젝트 시작하기
2. 강남까지 30분이면 간다! 천안
천안시 투자지역 분석 1_ 불당동
천안시 투자지역 분석 2_ 백석동
천안시 투자지역 분석 3_ 두정동
+ 천안시 리딩동네 아파트 리스트
3. 천안을 뛰어넘자, 아산
아산시 투자지역 분석 1_ 탕정면
아산시 투자지역 분석 2_ 모종동ㆍ풍기동
+ 아산시 리딩동네 아파트 리스트

5장. 전라북도
1. 전라북도에서 투자 프로젝트 시작하기
2. 비빔밥만 떠올리고 있지는 않은가? 전주
전주시 투자지역 분석 1_ 에코시티
전주시 투자지역 분석 2_ 만성지구ㆍ혁신도시
전주시 투자지역 분석 3_ 완산구
+ 전주시 리딩동네 아파트 리스트
3. 신도시 천지개벽, 군산
군산시 투자지역 분석 1_ 조촌동
군산시 투자지역 분석 2_ 그 외의 지역
+ 군산시 리딩동네 아파트 리스트

6장. 전라남도
1. 전라남도에서 투자 프로젝트 시작하기
2. 밤바다를 아파트에서 볼 수 있다면, 여수
여수시 투자지역 분석 1 웅천동
여수시 투자지역 분석 2 문수동ㆍ학동
+ 여수시 리딩동네 아파트 리스트
3. 항구만 있는 게 아니다, 목포
목포시 투자지역 분석 1_ 옥암동ㆍ남악신도시ㆍ오룡지구
목포시 투자지역 분석 2_ 그 외의 지역
+ 목포시 리딩동네 아파트 리스트

7장. 경상북도
1. 경상북도에서 투자 프로젝트 시작하기
2. 경상북도 최대 도시, 포항
포항시 투자지역 분석 1_ 남구
포항시 투자지역 분석 2_ 북구
+ 포항시 리딩동네 아파트 리스트
3. 과거의 위상을 회복하자, 구미
구미시 투자지역 분석 1_ 도량동ㆍ송정동
구미시 투자지역 분석 2_ 그 외의 지역
+ 구미시 리딩동네 아파트 리스트

8장. 경상남도
1. 경상남도에서 투자 프로젝트 시작하기
2. 인구수 무려 100만! 창원
창원시 투자지역 분석 1_ 의창구ㆍ성산구
창원시 투자지역 분석 2_ 마산회원구ㆍ마산합포구
창원시 투자지역 분석 3_ 진해구
+ 창원시 리딩동네 아파트 리스트
3. 부산의 그늘 뛰어넘기, 김해
김해시 투자지역 분석 1_ 장유동ㆍ부원동ㆍ내동
김해시 투자지역 분석 2_ 주촌면ㆍ율하동
+ 김해시 리딩동네 아파트 리스트

에필로그 아직도 부동산 투자를 망설이는 당신에게"
